education_id,title,description,date_range,candidate_id,degrees_amt
9635,Yerevan State University,"Master of Science (MS), Social Work",2004 – 2010,6573,2
9729,Technische Universität Ilmenau / TU Ilmenau,"Master of Science - MS, Research in Computer and Systems Engineering",2012 – 2015,6614,2
9730,"Universidad de la República, Montevideo, Uruguay.","Computer Science Engineer, Computer Software Engineering",2001 – 2009,6614,2
9506,Instituto Tecnológico de Costa Rica,"Bachelor's degree, Computer Software Engineering",2009 – 2012,6515,2
9507,Universidad de Palermo,"Master's degree, Tecnología de la información",2017 – 2020,6515,2
9988,IMAGE Campus,Técnico Superior en Desarrollo de Videojuegos.,2009 – 2011,6739,2
9989,Universidad de Buenos Aires / UBA,Ciencias de la computación,2013 – 2014,6739,2
9990,Universidad Nacional de La Plata,Licenciatura en Sistemas,2005,6740,2
9991,Colegio Nacional Bragado,Bachiller en Ciencias Naturales,,6740,2
10005,Universidad de Los Andes,"Maestría en Ingeniería, Ingeniería, Construcción de software",2006 – 2009,6746,2
10006,Universidad de Los Andes,"Ingeniero de Sistemas y Computación, Ingeniería",2000 – 2006,6746,2
10009,Universidad Distrital Francisco José de Caldas,"Ingeniería de sistemas, Ingeniería de sistemas",2009 – 2016,6748,1
10010,Universidad Tecnológica Nacional,"Analista en Sistemas, Analista en Sistemas",2010 – 2018,6749,1
10096,Universidad Abierta Interamericana,"Bachelor's degree, Systems Engineering",2012 – 2019,6794,1
10287,"Abraham Lincoln, Buenos Aires",Bachelor of Commerce (B.Com.),2003 – 2006,6874,1
10296,Universidad Tecnológica Nacional,Tecnicatura Superior en Programación,2011 – 2012,6879,2
10297,Ipem 144 “Mariano Moreno”,"Bachiller, Economía y Gestión administrativa",2005 – 2010,6879,2
10307,Georgia Institute of Technology,"Online Master of Science in Computer Science with Specialization in Machine Learning, Computer Science",2018 – 2020,6883,2
10308,Pontificia Universidad Católica Madre y Maestra,"Bachelor's degree, Computer and Telecommunications Engineering",2006 – 2010,6883,2
10326,Pontificia Universidad Javeriana,"Ingeniería de Sistemas y Computación, Computer Engineering",1999 – 2008,6891,1
10369,Universidad Nacional de La Matanza,,,6914,1
10375,Universidad Nacional del Nordeste,Licenciado en Sistemas de la Información,2002 – 2009,6919,4
10376,Universidad Tecnológica Nacional,,,6919,4
10377,Universidad de Buenos Aires,,,6919,4
10378,Universidad de Buenos Aires,,,6919,4
10576,Universidad Tecnológica Nacional,"Ingeniería en Sistemas de Información, Ingeniería Web",2007 – 2013,7002,2
10577,Instituto New Trends,"IBT Toefl English Aptitude Certificate, ETS IbT TOEFL Exam",2005 – 2007,7002,2
10585,Universidad Central de Venezuela,"Bachelor Sciences, Computer Science",2005 – 2012,7006,1
10587,Universidade Federal do Amazonas,"Master's degree, Computer Science",2012 – 2014,7008,2
10588,Universidade Federal do Amazonas,"Bachelor's degree, Computer Science",2008 – 2011,7008,2
10592,Universidad Tecnológica Nacional,"Tecnicatura Universitaria en Sistemas Informáticos, Análisis de sistemas informáticos",2020 – 2020,7010,3
10593,Universidad Tecnológica Nacional,"Tecnicatura Universitaria en Programación, Programación informática",2018 – 2019,7010,3
10594,Universidad Tecnológica Nacional,"Ingeniería, Ingeniería de sistemas",2014,7010,3
10595,Universidad Central de Venezuela,Sociology,2010 – 2015,7011,2
10596,Instituto Venezolano de Investigaciones Científicas,"Master of Science - MS, Social Studies of Science, Technology & Innovation",2015 – 2017,7011,2
10597,Universidad de las Ciencias Informáticas,Ingeniería,2005 – 2010,7012,1
10665,Instituto Tecnológico de Costa Rica,"Licentiate degree, Computer Engineering",2010 – 2016,7044,3
10666,Universidad para la Cooperación Internacional,Master's degree,2018 – 2020,7044,3
10667,Colegio Científico Costarricense,High school,2007 – 2009,7044,3
10668,Annamalai University,"Master of Computer Applications - MCA, Computer Science",2016 – 2018,7046,3
10669,"Alagappa University, Alagappa Nagar, Karaikudi","Bachelor of Computer Application (BCA), Computer Science",2009 – 2011,7046,3
10670,Ramakrishna Mission Polytechnic college,"DCE, Computer Engineering",2007 – 2009,7046,3
10694,State University of New York at Buffalo,"Master's degree, Computer Science",2013 – 2015,7059,3
10695,"College of Engineering, Guindy","COMPUTER SCIENCE, BACHELOR, ENGINEERING",2006 – 2010,7059,3
10696,D.A.V Matric Gopalapuram,,,7059,3
10697,University of Southern California,"MS, Computer Science",2008 – 2009,7060,4
10698,UC San Diego,Computer Science,2007 – 2008,7060,4
10699,Delhi University,"Bachelor of Information Technology, Computer Science",1999 – 2003,7060,4
10700,Army Public School,,,7060,4
10329,Universidad de la República,Computer Engineer,2002 – 2009,6894,2
10330,Toy Toy,,,6894,2
10355,Instituto Tecnológico Universitario - Redes y Telecomunicaciones,"Técnico superior en redes y telecomunicaciones, Systems, Development, analysis, design, networks, architecture",2003 – 2006,6905,2
10356,ENET Nº1 San José,Electrotécnico,1992 – 1998,6905,2
10796,Universidad de Buenos Aires,Licenciatura en Psicologia,2012 – 2018,7103,2
10797,EducacionIT,"Gestion de Proyectos, Gestión de proyectos",,7103,2
10818,Universidade Estadual do Oeste do Paraná,"Bachaler Computer Science, Computer Science",2002 – 2007,7113,1
10910,Universidad Abierta Interamericana,"Engineer's degree, Computer Software Engineering",2019 – 2024,7156,6
10911,MindHub LA,"Full Stack Development Program, Computer Software Engineering",2019 – 2019,7156,6
10912,Free Code Camp,"Full Stack Web Development Certification, Computer Software Engineering",2017 – 2018,7156,6
10914,Brother Ad School,"Copywriting, Art Direction and Creative Strategy",2013 – 2013,7156,6
10915,"The Academic College of Tel-Aviv, Yaffo","Bachelor of Arts (B.A.), Behavioral Sciences",2010 – 2010,7156,6
11036,"Universidad Austral, Argentina",Ingeniería en Informática,2014 – 2019,7211,2
11037,Escuela Técnica Henry Ford,Técnico en Electromecánica,2007 – 2013,7211,2
12130,University of Buenos Aires,"Ing., Information Technology",1999 – 2008,7670,2
10704,Universidad Nacional de Córdoba,"Computer engineering, Computer Engineering",2009 – 2019,7063,1
11142,Universidade Federal de Minas Gerais / UFMG,Ciência da Computação,2013 – 2016,7257,3
11143,Universidade Federal de Minas Gerais,"Bacharel em Matemática, Matemática",2008 – 2011,7257,3
11144,Centro Federal de Educação Tecnológica de Minas Gerais,Técnico em Química,2001 – 2004,7257,3
11153,Universidad Nacional de La Matanza,"Ingeniería, Ingeniería electrónica, robótica y mecatrónica",2015 – 2023,7264,1
11262,IMPA,"Extension program, Introduction to Mathematical Economics",2020,7313,5
11263,FAAP - Fundação Armando Alvares Penteado,"Extension program, IoT - Smart Cities",2018,7313,5
11264,Instituto de Matemática e Estatística - Universidade de São Paulo (IME-USP),"Extension program, Probabilities and its applications",2017,7313,5
11265,Pontifícia Universidade Católica de São Paulo,Mathematics,2012,7313,5
11266,Universidade Estadual Paulista Júlio de Mesquita Filho,Computer Sciences,2002,7313,5
11267,Universidad Católica del Uruguay 'Dámaso Antonio Larranaga',"Bachelor of Engineering (B.Eng.), Computer Science",2009 – 2016,7314,1
11283,Faculdade de Tecnologia de São Paulo,"Bachelor of Technology (B.Tech.), Systems Engineering",2006 – 2010,7323,1
11335,Federal University of Ceara,"BSc, Computer Science",2006 – 2010,7344,1
11422,Universidad Argentina de la Empresa,Licenciatura en Recursos Humanos,2013 – 2018,7381,4
11423,Universidad de Buenos Aires,"Curso de Asistente de RRHH - Capacitarte UBA, Gestión de recursos humanos/Administración de personal, general",,7381,4
11424,Universidad de Buenos Aires,"Curso de Programación Neurolingüística , Desarrollo de recursos humanos",,7381,4
11425,Eccleston School,"Bilingual School, Idiomas - Ingles y Francés",2008 – 2012,7381,4
11453,Universidad Distrital Francisco José de Caldas,"Ingeniería Telemática, Computer Science",2015 – 2017,7394,3
11454,Universidad Distrital Francisco José de Caldas,"Tecnologo en Sistematización de datos, Computer Science",2011 – 2014,7394,3
11455,Colegio salesiano de león XIII,Bachiller,2000 – 2009,7394,3
11456,Universidad Distrital Francisco José de Caldas,,,7395,1
11457,Corporación Unificada Nacional CUN,"Bachelor's degree, Computer Engineering",2015 – 2017,7396,2
11458,Free Code Camp,"Full Stack Web Development Certification, Computer Software Engineering",2016 – 2017,7396,2
11470,Universidad Caece Mar del Plata,"Degree, Public Relations",2013 – 2020,7404,1
12131,Instituto Cristoforo Colombo,,1994 – 1998,7670,2
12132,Universidad de San Andrés,Master of Business Administration - MBA,2016 – 2018,7671,2
12133,Universidad Nacional de Cuyo,Ingeniería Industrial,,7671,2
12162,"University of California, Berkeley","BA, Mathematics",2004 – 2007,7682,2
12163,Beijing Normal University,"CC, Intensive Chinese Language",2006 – 2006,7682,2
12164,Pontifícia Universidade Católica do Rio Grande do Sul,"Bachelor of Computer Science, Computer Science",2003 – 2007,7683,1
12180,Universidad de Buenos Aires,Profesorado en Ciencias Sociales,2020 – 2022,7692,2
12181,Universidad de Buenos Aires,"Lic. en Ciencias de la comunicación, Comunicación social",2010 – 2019,7692,2
12701,Politécnico Grancolombiano,"Periodista, Periodismo",2018 – 2022,7921,2
12403,Universidad Nacional de La Plata,,2007 – 2015,7782,1
12476,Universidade Federal de Sergipe,"Bachelor’s Degree, Information Technology",2009 – 2010,7815,1
12702,Servicio Nacional de Aprendizaje (SENA),"Técnico en programación de software, Software informático y aplicaciones multimedia",2011 – 2011,7921,2
12845,Universidade Estadual Paulista Júlio de Mesquita Filho,"Bachelor's Degree, Graphic Design",2005 – 2009,7976,2
12846,"GOBELINS, l'école de l'image",Conferences of International Summer School (Character Animation),2013 – 2013,7976,2
12933,Universidad Americana Paraguay,"Grado en Ingeniería, Análisis de sistemas informáticos",2016 – 2023,8019,1
12958,The University of Chicago - Booth School of Business,Master of Business Administration (M.B.A.),2012 – 2014,8034,3
12959,Georgia Institute of Technology,"MS, Computer Science",2007 – 2008,8034,3
12960,Georgia Institute of Technology,"Bachelor's Degree, Computer Science",2004 – 2007,8034,3
13445,E.E.S.T.Nº 1 de Esteban Echeverría,Técnico en Informática Profesional y Personal,2002 – 2004,8248,1
13217,Universidad Cenfotec,"Diseño y desarrollo web, Técnico",2012 – 2013,8159,3
13218,Universidad Latina de Costa Rica,"Bachillerato, Ingeniería del Software",2007 – 2012,8159,3
13219,Universidad Cenfotec,"Diplomado, Ingeniería del Software",2007 – 2011,8159,3
13242,Universidade Regional de Blumenau,"Bachelor's degree, Computer Science",2013 – 2017,8171,1
13315,Instituto Tecnológico de Buenos Aires / ITBA,Informatics engineering,2010 – 2018,8197,3
13316,Escuela de Educacion Tecnica,"Tecnico Electromecanico, Electromecanica",2003 – 2008,8197,3
13317,UTN,Experto Universitario de Seguridad de la Información,2014,8197,3
13323,Odessa National 'I.I. Mecnikov' University,"Master's degree, Physics Faculty. Department of Experimental Physics and Semiconductor Electronics.",2004 – 2009,8201,1
13387,Texas A&M University,"MS, Computer Science",2003 – 2005,8222,2
13388,Texas A&M University,"BS, Applied Mathematics",2000 – 2003,8222,2
13389,Universidad Católica Andrés Bello,"Bachelor's degree, Mass Communication/Media Studies",2012 – 2017,8223,1
13447,Universidad Nacional de La Plata,Language Interpretation and Translation,2008 – 2012,8250,2
13448,Escuela Técnica Nº 2,"System Tech, Information Technology",2003 – 2006,8250,2
13554,Billy Blue College of Design,"Master of Design, Graphic Design",2018 – 2020,8293,4
13555,Universidad del Desarrollo,"Bachelor's degree, Graphic Design",2009 – 2014,8293,4
13556,The Mayflower School,High School,1996 – 2009,8293,4
13557,University of Illinois at Chicago,"Internship Program, Graphic Design",2013 – 2013,8293,4
13566,Universidad del Salvador,"Bachelor in Psychology, Psychology",2001 – 2005,8299,3
13567,Colegio de Cocineros Gato Dumas,"Cook, Gastronomy",2002 – 2004,8299,3
13568,Mater Ter Admirábilis de Schöenstatt,Bachillerato en Letras,1995 – 2000,8299,3
13592,CAECE,"Licenciatura en sistemas y gestion de negocios, prepara profesionales altamente capacitados en los conocimientos de las últimas tecnologías",2002 – 2013,8312,1
13667,Instituto de Tecnología ORT,"System Analist, Information Technology",2002 – 2007,8345,3
13668,Scholem,"Bachelor of Business Administration (B.B.A.), High School/Secondary Diplomas and Certificates",1994 – 1998,8345,3
13669,otro,,,8345,3
14494,FIAP,MBA em Big Data (Data Science),2019 – 2020,8705,2
13405,UADE,Licenciado en Informática,,8231,1
13851,University,"Engineer’s Degree, Electrical engineering",,8419,1
13960,UBA,"Licenciatura en Psicología, Psicología",2019 – 2024,8466,1
14048,Tungnan University of Science and Technology,"BS, Electrical Engineering",,8511,1
14055,"Universidad del Noroeste, A.C.",Bachelors’ Degree in Graphic Design,2000 – 2004,8514,1
14495,Centro Universitário Anhangüera,"Bacharelado, Ciência da Computação",2006 – 2009,8705,2
14497,Udacity,"Data Engineering Nanodegree, Data Science and Big Data",2019 – 2019,8706,5
14499,UERJ - Universidade do Estado do Rio de Janeiro,"University of the State of Rio de Janeiro, Actuarial Sciences",2008 – 2016,8706,5
14501,Johns Hopkins Bloomberg School of Public Health,"Data Science Specialization, Data Science",2015 – 2016,8707,3
14502,Universidade de Pernambuco,"MSc., Eng da Computação",2011 – 2013,8707,3
14503,Universidade de Pernambuco,"BSc., Eng da Computação",2007 – 2010,8707,3
15032,Universidad Abierta Interamericana,"Engineer's degree, Systems Engineering",2011 – 2017,8940,1
14132,Universidad Nacional del Sur,"Doctor en Ingeniería, Sistemas de Tiempo Real",2006 – 2011,8545,2
14133,Universidad Nacional del Sur,"Computer Systems Engineer, Operating Systems, Real Time Systems, Computer Networks",2000 – 2006,8545,2
14692,Universidad Tecnológica Nacional,"Desarrollador de Aplicaciones con PHP y MySQL, Programación informática",2008 – 2008,8791,9
14693,TECH Universidad Tecnológica,"Master en Dirección de Tecnologías de la Información, Tecnología de la información",2020 – 2021,8791,9
14694,Udemy Alumni,"Programador Full Stack, Programación informática, aplicaciones específicas",2010 – 2010,8791,9
14695,Udemy Alumni,"Networking para Redes, Informática, comunicaciones y servicios de asistencia",,8791,9
14696,Udemy Alumni,"Desarrollo de Aplicaciones con Laravel, Programación informática, aplicaciones específicas",2011 – 2011,8791,9
14697,Udemy Alumni,"Desarrollador Full Stack con Laravel y Angular, Programación informática, aplicaciones específicas",2014 – 2014,8791,9
14698,Udemy Alumni,"Desarrollador de Aplicaciones Móviles con Ionic, Programación informática, aplicaciones específicas",2018 – 2018,8791,9
14699,Universidad del CHubut,"Tutor Virtual, Tutoría Virtual",2013 – 2014,8791,9
14700,Udemy Alumni,"Ciclo Formativo de Grado Medio, Curso Profesional de Django",2020 – 2020,8791,9
15151,Handong Global University,"Bachelor's degree, Computer Science",1998 – 2006,8996,1
15841,Unidades Tecnologicas de Santander,"Ingenieria de Sistemas, Tecnología de la información",2013 – 2017,9315,2
15292,Universidade Veiga de Almeida,"Bachelor's degree, Computing Engineering",2011 – 2018,9059,2
15293,Escola Técnica do Rio de Janeiro,"Technical Education, Industrial Computing",2008 – 2010,9059,2
15378,Universidad 'Alejandro de Humboldt',"Licenciatura en Publicidad, Publicidad",2010 – 2015,9097,1
15382,FIAP,"Master of Business Administration - MBA, Business Intelligence & Analytics",2020 – 2021,9100,2
15383,Universidade do Vale do Paraíba,"Social Communication, Journalism",2011 – 2014,9100,2
15521,SENAC Language Center,"English, English Language",2016 – 2019,9162,3
15408,"Universidad de Morelia, S.C.","Ingeniero en Videojuegos, Ingeniería en Videojuegos",,9114,1
15487,International Institute of Economics and Law,"Bachelor, Financial Management",2015 – 2019,9149,1
15501,Universidade do Vale do Paraíba,"Ciência da Computação, Tecnologia da Informática",2005 – 2009,9155,1
15503,Universidad de Buenos Aires,"Master's degree, Data Mining & Knowledge Discovery",2016 – 2017,9157,2
15504,University of Buenos Aires,"Bachelor's degree, Systems Engineering",2008 – 2013,9157,2
15506,Universidade Presbiteriana Mackenzie,"Graduate, Technology in Systems Analysis and Development",February 2021 – June 2023,9159,10
15507,ASN.Rocks,"Especialization, Data Science & Analytics",February 2021 – April 2021,9159,10
15508,Pontifícia Universidade Católica do Rio Grande do Sul,"Competências Profissionais, Emocionais e Tecnológicas para Tempos de Mudança, Business Administration and Management, General",2020 – 2020,9159,10
15509,FIAP,"IT Business Partner, Business",2019 – 2019,9159,10
15510,{reprograma},Back-end,2019 – 2019,9159,10
15511,{reprograma},"Bootcamp EaD, Front-end Developer",2019 – 2019,9159,10
15512,"Instituto Federal de Educação, Ciência e Tecnologia de São Paulo - IFSP","Engineer's degree, Mechanical Engineering",2016 – 2016,9159,10
15513,The University Center of FEI,"Engineer's degree, Mechanical Engineering",2012 – 2013,9159,10
15514,Universidade de São Paulo,"2011, Automotive Design",2011 – 2011,9159,10
15515,Universidade de São Paulo,"2002, Japanese Language and Culture",1998 – 2002,9159,10
15516,Universidade Cruzeiro do Sul,"Bachelor of Technology - BTech, Information Technology",2017 – 2019,9160,2
15517,Pedro Taques,"Ensino Fundamental, Contabilidade",,9160,2
15520,Joaquim Nabuco College,"Complete Higher Education, BSc. System Analyst",2011 – 2015,9162,3
15522,Lanlink,"Windows Server 2012 R2 Certification preparatory Course Certificate, Network administration and Systems",,9162,3
15842,Unidades Tecnologicas de Santander,Tecnologo en Desarrollo de Sistemas Informaticos,2012 – 2015,9315,2
15858,Universidad de Buenos Aires,"Bachelor's degree in System Analysis, Information Technology",1998 – 2007,9326,4
15859,CompetitivePM,"IT Projects Assesment, Information Technology",2011 – 2011,9326,4
15860,CompetitivePM,"Information Technology Estimation Techniques, Information Technology",2011 – 2011,9326,4
15861,Professor Héctor Vogel,"Balanced Scored Cards, Strategical Planning",2014 – 2014,9326,4
15914,Universidad Técnica Federico Santa María,Ingeniero en informática,2012 – 2015,9345,2
15915,Universidad Técnica Federico Santa María,Ingeniero de ejecución en Informática,2005 – 2011,9345,2
15968,Universidad de Palermo,"Ingenieria en informatica, Sistemas",,9376,4
15969,College of American English,English,1996 – 2000,9376,4
15970,Capgemini,Curso intensivo de Spring,2012 – 2012,9376,4
15972,FLEX,Flex course,,9376,4
15974,Universidad de la República,Computer Engineer,2008,9378,1
16565,Universidad de Palermo,"Licenciado en Informatica, informatica, sistemas, software",2011 – 2014,9658,2
15674,Universidade do Vale do Rio dos Sinos,"Bacharelado, Ciência da Computação",2010 – 2016,9236,1
16141,Universidad Latina de Costa Rica,"Licenciatura, Mercadeo y publicidad",2001 – 2006,9463,1
16252,Universidad Nacional Autónoma de México,"Matemático, Matemáticas",2010 – 2014,9516,1
16371,Hadassah Academic College,"Bachelor of Science (BSc), Computer Science",2005 – 2008,9571,2
16372,Hadassah Academic College,"Master of Science - MS, Computer Science",,9571,2
16384,Bauman Moscow State Technical University,"Bachelor of Technology (B.Tech.), Computer Systems Networking and Telecommunications",2009 – 2012,9578,2
16385,Moscow Technical College,"Technician Programmer, Computer Programming",1999 – 2003,9578,2
16386,College of Information Systems and Technologies,"Associate's degree, Computer Science",2010 – 2014,9579,1
16411,Universidad Nacional de Rosario,"Master's degree, Computer Science",2016,9585,1
16566,The University of Auckland,"IELTS Preparation Course, English as a Second or Foreing Language",2017 – 2017,9658,2
16726,UADE Business School,Master of Business Administration - MBA,2019 – 2020,9727,3
16727,Universidad Tecnológica Nacional,"Especialista en Ingenieria en Sistemas de Información, Ingeniería informática",2002 – 2003,9727,3
16728,Universidad Tecnológica Nacional,"Ingeniero en Sistemas de Información, Ingeniería informática",1996 – 2000,9727,3
16781,Universidad Abierta Interamericana,Diseñador Gráfico,2009 – 2014,9748,1
17270,Udacity,"Full Stack Web Developer Nanodegree, Computer Science",2016 – 2016,9996,3
16454,Pontifícia Universidade Católica do Rio Grande do Sul / PUCRS,"Bachelor's degree, Computer Information Systems",2009 – 2013,9605,2
16455,Pontifícia Universidade Católica do Rio Grande do Sul / PUCRS,Public Relationships,2008 – 2009,9605,2
16870,Pontificia Universidad Católica Argentina 'Santa María de los Buenos Aires'​,"Computer Engineer, Computer Engineering",2010 – 2014,9793,1
16956,Universidad Autónoma de Aguascalientes,"Licenciatura en tecnologías de información, Tecnología de la información",2008 – 2013,9837,2
16957,Universidad Autonoma de Aguascalientes,"Licenciatura en tecnologías de la información (Bachelor’s degree on information technology), Information Technology",2008 – 2013,9837,2
16992,Universidad Nacional del Litoral,"Analista en Informática Aplicada, Ingeniería informática",2007 – 2013,9851,1
17098,Universidad Torcuato di Tella,"MBA, Master of Business Administration, Business",2013 – 2014,9915,10
17099,Universidad Tecnológica Nacional,"Gestión Ágil de Proyectos (PMI ACP), Agile Methodologies",2015 – 2015,9915,10
17100,Universidad Católica Argentina (UCA),"Programa de Desarrollo Gerencial, Business Administration and Management, General",2012 – 2012,9915,10
17101,Universidad Catolica Argentina (UCA),Programa de Negociacion y Resolucion de Conflictos,2011 – 2011,9915,10
17102,Universidad de Buenos Aires / UBA,Programa Ejecutivo de Negocios en Internet y Marketing Online,2011 – 2011,9915,10
17103,Instituto Argentino de Administración de Proyectos,"-, Project Management PMI",2008 – 2008,9915,10
17104,CYBSEC,"-, Seguridad en Aplicaciones Web",2007 – 2007,9915,10
17105,CYBSEC,"-, Seguridad en Bases de Datos",2007 – 2007,9915,10
17106,Instituto Argentino de Administración de Proyectos,"-, Project Management PMI",2006 – 2006,9915,10
17107,Universidad Nacional de La Matanza,"Ingeniero, Ingeniería en Informática",1991 – 2003,9915,10
17117,Duoc UC,"Engineer's degree, Software Engineering",2012 – 2015,9919,1
17271,FGV - Fundação Getulio Vargas,"MBA, Entrepreneurship and Development of New Businesses",2010 – 2011,9996,3
17272,Centro Federal de Educação Tecnológica Celso Suckow da Fonseca,"Bachelor of Engineering (B.E.), Industrial Engineering",2005 – 2009,9996,3
18081,Universidad Rafael Belloso Chacín,"Bachelor of Science (B.Sc.), Computer Engineering",2009 – 2013,10366,1
17610,Instituto Tecnológico de Aguascalientes,"Bachelor of Science - BS, Computer and Information Sciences and Support Services",2002 – 2006,10151,1
17884,Faculdade Salesiana Dom Bosco,"Bacharel, Sistemas de Informação",2006 – 2009,10277,1
18139,Universidade Estadual de Campinas,"Bachelor's degree, Economics",2009 – 2012,10392,1
18254,Instituto Tecnológico de Aeronáutica - ITA,"Bachelor's degree, Computer Engineering",2006 – 2010,10448,2
18255,Fundação Dom Cabral,"Specialization Course, Business Management",2012 – 2013,10448,2
18324,USCS - Universidade Municipal de São Caetano do Sul,"Bacharelado em Ciências Humanas, Comunicação Social, Publicidade e Propaganda",2010 – 2013,10482,4
18325,Centro Universitário Belas Artes de São Paulo,"Digital Marketing, Fashion Blogging",2016 – 2016,10482,4
18326,Centro Universitário Belas Artes de São Paulo,"English for Creative People, Emphasis in IELTS and TOEFL preparation",2018 – 2019,10482,4
18327,Centro Universitário Belas Artes de São Paulo,English for Creative People,2016 – 2017,10482,4
18350,Universidad Nacional,"Licenciatura en Diseño Grafico, Diseño gráfico",1998 – 2001,10496,2
18351,Instituto Panamericano,"Bachiller en Comercio, Comercio Bilingue",1991 – 1997,10496,2
17962,Universidad Nacional de Catamarca,,2011 – 2018,10315,1
18443,Da Vinci. Escuela de arte y diseño digital.,,2010 – 2013,10545,1
18450,Unidad Profesional Interdisciplinaria de Ingeniería y Ciencias Sociales y Administrativas,"Engineer's degree, Information Technology",2008 – 2015,10548,1
18544,Universidad Tecnológica Nacional,"Bachelor's Degree of Engineering (5 Year Degree), Software Engineering",2008 – 2013,10583,1
18609,Universidade Estácio de Sá,"Bachelor's degree, Computer Information Systems",2015 – 2018,10614,3
18610,SENAI Suiço-Brasileiro,"Technician, Informatic",2009 – 2010,10614,3
18611,Colégio Rodrigues Alves,,,10614,3
18711,Universidad Latina de Costa Rica,Licenciatura en Comunicacion con enfasis en Produccion de Medios,,10663,1
18776,Centro Universitário Nove de Julho,"Uninove, Análise e Desenvolvimento de Sistemas",2010 – 2012,10691,1
18900,University of Tartu,Courses towards Masters of Software Engineering,2016 – 2017,10740,3
18901,Universidad Nacional de Tucumán,"Computer Engineering (5 years degree), Computer Engineering",2006 – 2011,10740,3
18902,Udacity,"Machine Learning Engineer Nanodegree, Machine Learning",,10740,3
18903,Universidad de la República,"Technologist in Computers, Computer Software Engineering",2009 – 2014,10741,3
18904,Escuela Tecnológica Superior Buceo,"Network Technician, IT",2007 – 2007,10741,3
18905,Escuela Tecnológica Superior Buceo,"Informatics Bachelor, IT",2004 – 2006,10741,3
19030,Universidad Católica de Córdoba,Ingeniero en Sistemas,2004 – 2010,10797,1
19036,Escuela Argentina de Negocios,"RRHH, Analista en RRHH",2005 – 2009,10802,1
19735,Universidad de Morón,Diseñador Gráfico,2007 – 2010,11104,2
19190,Universidade de São Paulo,"Bachelor of Science (BSc), Computing",2006 – 2010,10862,1
19258,Universidad Tecnológica Nacional,"Ingeniero en Sistemas, Sistemas",1999 – 2005,10897,2
19259,Universidad Católica de Córdoba,"MBA - Master of Business Administration, Negocios",2009 – 2010,10897,2
19375,Udacity,"Machine Learning Engineer, Machine Learning Engineer Nanodegree",2017 – 2017,10948,2
19376,Universidad Nacional de Tucumán,Ingeniero Industrial,,10948,2
19736,Universidad de Morón,Licenciatura en Diseño Gráfico Multimedial,2013,11104,2
20395,Universidade da Região de Joinville,"Bachelor's degree, Graphic Design",2007 – 2011,11379,1
20183,Universidad ICESI,Ingeniero de Sistemas,2003 – 2008,11302,1
20196,Pontifícia Universidade Católica do Rio Grande do Sul / PUCRS,"Bachelor, Computer Science",2010 – 2011,11310,1
20201,Universidad Tecnológica Nacional,"Bachelor's degree, Systems Engineering",2009 – 2016,11313,2
20202,University of Buenos Aires,"Computer Science Bachelor's Degree, Computer Science",2008 – 2009,11313,2
20222,Universidad Santiago de Cali,"System's Engineer, Software Development in ORACLE - JAVA - LINUX",2006 – 2012,11321,24
20223,IBM CLOUD,"Business Process Manager Express or Standar Edition V8.5.5, IBM Certified BPM Application Developer",2017,11321,24
20224,Ministerio de Tecnologías de la Información y las Comunicaciones de Colombia,Developer Native in Android (Basic),,11321,24
20225,IBM Learning,Java SE 8 Fundamentals,,11321,24
20226,IBM Learning,"Java SE 8 Porgramming: Encapsulation, Polymorphism and Abstraction",,11321,24
20227,IBM Learning,Java SE 8 Fundamentals: Introduction to Java,,11321,24
20228,Ministerio de Tecnologías de la Información y las Comunicaciones de Colombia,"HTML5, CS3, Javascript, JQuery",,11321,24
20229,SEONTI,Scrum Developer,,11321,24
20230,Servicio Nacional de Aprendizaje (SENA),"CERTIFICATE, Database Design SQL – 160901",,11321,24
20231,Servicio Nacional de Aprendizaje (SENA),LINUX (System Commands and Utility),,11321,24
20232,Servicio Nacional de Aprendizaje (SENA),Corel Draw – Organization of text and objects,,11321,24
20233,Servicio Nacional de Aprendizaje (SENA),JAVA (Applications with GUI – Java swing),,11321,24
20234,Servicio Nacional de Aprendizaje (SENA),"JAVA (Using simultaneous processes, multithreads)",,11321,24
20235,Servicio Nacional de Aprendizaje (SENA),Computer Architecture,,11321,24
20236,Servicio Nacional de Aprendizaje (SENA),Computer Assembly Foundations,,11321,24
20237,Servicio Nacional de Aprendizaje (SENA),"Web Development with HTML5, JavaScript, CS3",,11321,24
20594,Universidad Nacional Pedro Ruíz Gallo,"Bachelor's degree, Computer Engineering",2009 – 2014,11471,1
20238,Servicio Nacional de Aprendizaje (SENA),JAVA (Handling text files and exceptions),,11321,24
20239,Servicio Nacional de Aprendizaje (SENA),JAVA (Using Menus and concurrent threads),,11321,24
20240,Servicio Nacional de Aprendizaje (SENA),Use Case Design,,11321,24
20241,Servicio Nacional de Aprendizaje (SENA),ADOBE Photoshop CS5 (Basic),,11321,24
20242,Servicio Nacional de Aprendizaje (SENA),MS Access Database Management,,11321,24
20243,Servicio Nacional de Aprendizaje (SENA),JAVA (Variables and Control Structures),,11321,24
20244,Servicio Nacional de Aprendizaje (SENA),Flash (Animation in 2D),,11321,24
20245,Servicio Nacional de Aprendizaje (SENA),Web Design using Adobe Dreamweaver,,11321,24
20723,Instituto Infnet,"System Analysis, Desenvolvimento de Sistemas",2010 – 2014,11523,2
